"word","score"
"humiliation",0.199564705296827
"unspeakable",0.197256854289189
"helpless",0.194811474971114
"despicable",0.190540874424356
"hurt",0.190517307371368
"indifference",0.188509932023354
"callous",0.186988265358334
"hurtful",0.186917526609686
"cowardly",0.18647676887633
"perpetrating",0.185893776194477
"embittered",0.185882293442237
"abhorrent",0.185405419615306
"intolerant",0.184671890272138
"disrespectful",0.183457682105192
"sickening",0.183232107222263
"unpatriotic",0.180424918322925
"treachery",0.180150329525324
"appalling",0.180114201369724
"outrage",0.179809393006966
"brutality",0.179804041130486
"despair",0.178924949772032
"indicting",0.178109823300435
"impotent",0.177662641504618
"evil",0.177533639812328
"senseless",0.177455236186777
"shameful",0.177002240353729
"blameless",0.176239239519814
"despise",0.176131918406973
"befalls",0.175710623298388
"deplorable",0.175485733543099
"abominable",0.175301102907417
"wicked",0.174847191183652
"brutal",0.174207191984262
"helplessness",0.173962058736053
"reprehensible",0.173583051741677
"abhor",0.173228136897745
"affronted",0.172638856759388
"intimidation",0.172604577818801
"upsetting",0.171700229720189
"repulsive",0.171547145507436
"powerless",0.171018561693459
"disloyal",0.17028532101225
"indescribable",0.169857919706884
"heinous",0.169635409744084
"suicidal",0.169004446854306
"vilification",0.16868251244676
"upset",0.168682233465317
"culpable",0.168669005775436
"unforgiveable",0.168607799036084
"detest",0.16856226461103
"implacable",0.16834859709735
"recriminations",0.168261259610528
"racist",0.167923007528429
"indifferent",0.167742050857121
"utterly",0.16739263015458
"vilified",0.166986442442248
"oppression",0.166856483639944
"injustice",0.166647828080424
"heartless",0.16659127510794
"disloyalty",0.165937859058746
"demeans",0.165936919284488
"recrimination",0.165703965047598
"reprisals",0.165619004357623
"relive",0.165269705050719
"inhumanity",0.165265299683025
"cynical",0.1652101712227
"emboldened",0.16483474264118
"belittled",0.164578911963878
"misguided",0.164389285334794
"distasteful",0.163901618774872
"contemptible",0.163858590499108
"arrogant",0.163831688886658
"demeaned",0.163529418370044
"vitriolic",0.162822140868536
"negativism",0.162523652578226
"inexcusable",0.162461064220057
"revolting",0.162205949464422
"deluded",0.162147846498973
"unimaginable",0.161975003373501
"disgraceful",0.161946263911399
"contemptuous",0.161851778787661
"brazen",0.161772140463768
"repugnant",0.161678591400439
"demonising",0.161635832020832
"vile",0.161602864617144
"dreadful",0.161206384560765
"dishonourable",0.161095429457268
"unforgivable",0.160945422041584
"ridicule",0.16080444980626
"provocation",0.160643801065635
"humiliated",0.160642022005123
"bystanders",0.160510929967603
"tolerating",0.160459542250586
"disempowering",0.160138314165971
"unjust",0.159959410827187
"barbaric",0.159898660200628
"dishonest",0.159759201289616
"traumatised",0.159748297289309
"deeply",0.159188200484896
"atrocious",0.159146495986268
"bigoted",0.158971675713287
"antagonising",0.158770643593868
"dehumanising",0.158766419971229
"sexist",0.1587300173103
"wronged",0.158589671797256
"unremitting",0.158484124967883
"punishing",0.158421407997562
"barbarism",0.158180776083777
"destructive",0.158009380094112
"unthinking",0.15792816153737
"baseless",0.157791259557725
"grievously",0.157726891251653
"gratuitous",0.157693532970507
"disgusting",0.157689024258547
"perpetrated",0.157614877535735
"unwarranted",0.156977490918327
"outrageous",0.156945197821337
"abhorred",0.156812780103761
"instinctive",0.156590839088177
"ostracised",0.156584901307789
"corroding",0.156210400635004
"terrible",0.155861891407568
"immoral",0.155736319874423
"hostility",0.155652278767739
"counterproductive",0.155636415019858
"motivated",0.155507812233536
"extreme",0.15548256088695
"horrible",0.155401050624197
"ingrained",0.155382570271383
"mindless",0.155262472882207
"cruel",0.155256902811909
"betrayed",0.155139102665015
"loathing",0.155038268936197
"neglect",0.15490767278475
"retribution",0.154810267599993
"patronising",0.154650241718064
"offended",0.154514822758428
"victimised",0.154459476314435
"angry",0.154323920779358
"misery",0.154059666009666
"condemn",0.153856530185478
"gratuitously",0.153806680529463
"anguish",0.15336301203313
"intolerable",0.153195512671272
"irrational",0.153168437128552
"misogynistic",0.153104691358662
"perpetrate",0.153061850368743
"torturing",0.153039050599425
"alienated",0.153031779598528
"rudeness",0.152720155877833
"amoral",0.15271593262294
"loathe",0.152466085415896
"brutalising",0.152386660530494
"cowed",0.152282569959036
"malevolent",0.152241740233176
"embarrassing",0.152204799722905
"horrific",0.152116837166214
"unpalatable",0.152088254283528
"immeasurable",0.152047695365362
"horrendous",0.151694462388756
"intimidated",0.151666951335706
"stigmatisation",0.151635237839532
"introspection",0.151542823014673
"amnesia",0.151527523016428
"demeaning",0.151243977532416
"clueless",0.151206691403755
"disillusion",0.150949496728141
"ruthless",0.150910205417771
"downright",0.150908268381905
"selfish",0.150906018398018
"malevolence",0.150836943184674
"entrenched",0.150527088587123
"destitution",0.150202109526509
"defame",0.150036246629498
"homophobes",0.150033456431988
"vindictive",0.150030998390662
"bloodshed",0.149874614398406
"scapegoating",0.149699992026748
"excusing",0.149664691964804
"obstinate",0.1495635409858
"sickened",0.149551585229178
"callousness",0.149533275778754
"gravely",0.149423502170462
"grieved",0.149383758586931
"unpleasant",0.149317305321874
"murderous",0.14920525245693
"thoughtless",0.149162012807027
"incomprehension",0.149092618502654
"palpable",0.149081437614805
"provocative",0.148992985407189
